"country","Year","Population","Yearly_Change_Pct","Median_Age","Fertility_Rate","Density","Urban_Pop_Pct","Urban_Population","Global_Rank","GDP_growth","CO2_total_tons","CO2_per_capita","CO2_change_pct","World_CO2_share","Energy_Per_Capita_kWh"
"Mongolia",2010,2701732,1.06,24.4,2.52,2,67.8,1832856,141,6.3651616786311,14905671,5.49,7.01,0.044,12244.189
"Mongolia",2005,2563461,0.87,22.7,1.99,2,61.6,1578882,139,7.25366543796015,11129107,4.41,16.21,0.037,7940.0825
"Mongolia",2000,2455182,1,20.7,2.25,2,55.8,1369725,138,1.14606213709108,9040493,3.77,4.47,0.035,6921.8765
"Mongolia",1995,2335715,1.53,19,2.74,2,55.9,1305410,137,6.3764268864666,10343857,4.5,-0.6,0.044,8032.041
"Mongolia",1990,2164573,2.41,17.9,4.21,1,57.5,1245674,136,-3.18446017825207,13147885,6.02,-5.86,0.058,11231.988
"Mongolia",1985,1921514,2.46,17.4,5.26,1,55.1,1057810,138,5.71287226080142,11927846,6.21,15.62,0.059,12268.706
"Mongolia",1980,1701335,2.71,16.6,6.21,1,51.7,880007,138,5.37279094872706,9339386,5.53,9.78,0.047,10923.312
"Qatar",2024,3048423,2.33,33.5,1.72,263,97.3,2965657,137,2.35970586926597,135266875,45.33,4.7,0.34,200308.0683
"Qatar",2023,2979082,2.99,33.2,1.73,257,98,2918180,138,1.53979117720789,129196449,43.99,7.57,0.33,200308.0683
"Qatar",2022,2892455,1.58,32.5,1.74,249,99.2,2869229,138,4.18497018544697,120100707,41.57,1.4,0.31,195336.34
"Qatar",2020,2803375,2.92,31.6,1.68,241,98.8,2770452,141,-3.55750284254954,115337129,41.31,-1.98,0.32,183122.62
"Qatar",2015,2427331,7.27,30.1,1.98,209,93.1,529094,142,4.75332372902957,114084100,45.97,3,0.31,200308.0683
"Qatar",2010,1709229,15.67,30.2,2.14,147,93.1,529094,150,19.5921744776308,72212608,40.58,12.88,0.21,196225.34
"Qatar",2005,825408,5.06,29.9,2.63,71,93.1,529094,161,7.49275848279068,43559976,50.37,5.81,0.15,200308.0683
"Qatar",2000,644989,4.63,28.9,3.07,56,88.4,570417,163,8.02812545191884,31752214,53.61,-2.4,0.12,200308.0683
"Qatar",1995,514325,3.16,28.2,3.56,44,94.8,487771,165,2.39923621838123,20980484,40.86,2.31,0.089,200308.0683
"Qatar",1990,440175,3.76,26.9,4.23,38,93.1,529094,166,3.41446208226637,16981924,35.64,-2.98,0.075,179101.61
"Qatar",1985,365940,5.81,26.1,4.64,32,91.4,334343,168,-2.12017026614552,15451641,41.64,-5.49,0.077,180653.12
"Qatar",1980,275913,7.4,22.5,5.33,24,72.5,199973,172,-1.01642177991292,14564916,65.09,-17.23,0.074,193422.83
"Qatar",1975,193087,10.66,20,5.86,17,75.7,146177,177,5.87913245017724,19917885,121.15,-4.31,0.11,121413.695
"Qatar",1970,116350,12.68,22.8,6.23,10,83.2,96760,182,3.41446208226637,14701024,134.24,0,0.093,99043.47
"Armenia",2023,2943393,2.17,35.8,1.71,103,63.6,1873397,140,8.29999999959539,7498703,2.55,-3.54,0.019,16027.844
"Armenia",2022,2880874,2.17,35.8,1.72,101,64.9,1869102,140,12.5999999997766,7774189,2.64,4.16,0.02,17722.293
"Armenia",2020,2890892,2.17,35.1,1.62,102,64.4,1860554,138,-7.19999999920631,6914528,2.35,7.62,0.019,15475.302
"Armenia",2015,2921177,2.17,32.7,1.62,103,63,1840151,138,3.19999999896625,5617186,1.93,-2.49,0.015,12623.133
"Armenia",2010,2931078,2.17,31.3,1.59,103,62.3,1825365,137,2.2000000002151,4299134,1.49,-4.51,0.013,11824.311
"Armenia",2005,3006351,2.17,30,1.49,106,63.4,1906167,135,13.8999999991133,4462722,1.5,18.71,0.015,11044.274
"Armenia",2000,3125628,2.17,28.6,1.47,110,63.5,1984990,133,5.90000000312092,3569689,1.16,14.99,0.014,8587.992
"Armenia",1995,3307581,2.17,26.9,2.07,116,64.3,2125290,128,6.89999841973659,3541233,1.1,26.1,0.015,10491.935
"Bahrain",2023,1569666,2.36,32.9,1.82,2065,85.6,542790.5,153,3.87811614845566,38688963,21.4,-0.36,0.099,164932.52
"Bahrain",2022,1533459,1.68,31.7,1.84,2018,85.6,542790.5,153,6.18016125475185,38830683,21.8,3.94,0.1,161782.95
"Bahrain",2020,1483077,1.6,31,1.86,1951,85.6,542790.5,153,-5.9113629524152,36840157,21.7,-0.02,0.1,152081.19
"Bahrain",2015,1369650,2.45,30,2.11,1802,89.1,1220943,154,2.50787205267615,33469091,24.4,0.54,0.092,148644.03
"Bahrain",2010,1213244,5.4,29,1.99,1596,90.7,1099822,155,4.3342989754845,28835274,23.24,4.27,0.085,141961.7
"Bahrain",2005,932604,6.85,26.3,2.67,1227,84.3,786221,158,6.76899737789502,23370177,26.28,17.32,0.078,160842.31
"Bahrain",2000,669581,2.45,25.6,2.8,881,87.7,587336,162,5.30006940305884,17771461,26.74,2.57,0.069,167083.14
"Bahrain",1995,593222,2.88,24.3,3.13,781,84,498245,162,3.92999239295094,15243203,27.04,1.62,0.064,140103.28
"Bahrain",1990,514797,3.65,23.7,3.82,677,84.9,437115,163,4.43799717642609,11996953,24.19,5.05,0.053,145869.83
"Bahrain",1985,430358,3.69,22.1,4.28,566,84.9,365554,162,-4.75826853805708,9647904,23,3.89,0.048,138919.61
"Bahrain",1980,358978,4.85,20.9,4.76,472,86.3,309868,164,2.58027926574829,7785047,21.63,1.33,0.039,111908.305
"Cyprus",2024,1358282,0.99,38.2,1.38,147,61.2,831571,157,3.94077381708404,7341094,5.92,1.91,0.019,24551.195
"Cyprus",2023,1344976,1.02,37.8,1.39,146,61.4,825235,157,3.61945644636856,7203220,5.85,-0.28,0.018,23877.7
"Cyprus",2022,1331370,1.11,37.3,1.39,144,61.5,819014,157,8.27372597293814,7223114,5.9,4.39,0.019,23790.744
"Cyprus",2020,1302247,1.32,36.5,1.36,141,62,806754,157,-3.22063018637567,6802428,5.63,-5.74,0.019,21717.27
"Cyprus",2015,1219502,1.58,34.6,1.32,132,63.7,777234,157,3.41892038889013,6856190,5.91,0.57,0.019,23931.43
"Cyprus",2010,1127816,1.71,32.9,1.43,122,66.6,751576,157,2.28267100119788,7914145,7.11,-4.5,0.023,30196.178
"Cyprus",2005,1036151,1.8,31.6,1.48,112,67.7,701562,155,4.85298762175586,7905965,7.69,1.5,0.026,33771.734
"Cyprus",2000,947667,1.9,30.6,1.64,103,68.3,647550,155,5.96530445494226,7132922,7.56,3.71,0.028,31932.213
"Cyprus",1995,862695,1.82,29.6,2.03,93,67.5,581986,156,8.36246885710111,5861011,6.85,-2.17,0.025,29246.24
"Cyprus",1990,788351,1.51,28.8,2.4,85,64.9,511911,155,7.40399951139527,4639163,6.05,6.61,0.02,24449.057
"Cyprus",1985,731277,1.37,27.8,2.43,79,62.2,455131,155,4.8825407627786,3147007,4.47,-1.76,0.016,18549.932
"Cyprus",1980,683076,0.71,26.6,2.3,74,58.8,401746,155,5.75324469989047,3270495,4.77,5.53,0.017,15047.482
"Cyprus",1975,659405,0.37,24.5,2.11,71,46.6,307187,152,4.86776419226723,2164170,3.33,1.95,0.012,12936.193
"Cyprus",1970,647446,0.94,23.6,3.06,70,38.6,250120,150,4.86776419226723,2168128,3.53,0,0.014,12363.76
"Bhutan",2023,786385,0.7,29.4,1.46,21,48.6,382078,166,4.63215704523927,1560736,1.81,2.87,0.004,18780.541
"Bhutan",2022,780914,0.71,28.8,1.48,20,47.7,372601,166,5.21386783786224,1517180,1.78,-1.77,0.0039,20151.467
"Bhutan",2020,770006,0.78,27.6,1.5,20,45.9,353445,165,-10.2183974208569,1413117,1.69,-21.77,0.0039,11798.361
"Bhutan",2015,740618,1.09,24.9,1.83,19,41.1,304542,164,6.66080128866197,1309597,1.66,15.97,0.0036,6218.035
"Bhutan",2010,701632,1.17,23,2.25,18,36.1,253171,164,11.9318738376229,905015,1.24,12.97,0.0027,5194.307
"Bhutan",2005,661865,2.09,21.1,2.73,17,30.7,203329,164,6.93507146766659,542943,0.83,8.38,0.0018,3502.8477
"Bhutan",2000,596863,1.72,19,3.38,16,24.4,145753,165,3.35506838174288,405354,0.71,1.2,0.0016,2358.4924
"Bhutan",1995,547989,1.445,17.8,4.62,14,19.3,105741,164,7.07411745757784,320799,0.62,24.51,0.0014,1738.5422
"Bhutan",1990,589287,3,17.5,5.6,15,14.9,88052,161,10.3831179126517,180688,0.34,33.57,8e-04,973.5356
"Bhutan",1985,508392,3.24,17.5,6.18,13,11.9,60459,161,4.0285329991183,82356,0.18,6.34,0.00041,289.80206
"Bhutan",1980,433404,3.45,17.8,6.51,11,9.6,41458,161,5.0087361630323,51813,0.13,0.97,0.00026,231.2733118
"Macao",2023,713912,1.36,38.3,0.66,23797,95.5,681876,167,25.2890143586077,1680470,2.46,0.11,0.0043,18944.184
"Macao",2022,704356,1.55,37.8,0.66,23479,95.4,671858,167,-18.956941494497,1678547,2.5,-18.01,0.0044,17662.996
"Macao",2020,683067,1.88,37,0.86,22769,95.4,651875,167,-21.4258671472659,2232926,3.43,-0.64,0.0062,18908.174
"Macao",2015,622179,2.03,36,1.14,20739,96.6,600942,168,-21.4258671472659,2758990,4.59,32.06,0.0076,20828.768
"Macao",2010,562806,2.58,35.3,1.05,18760,95.4,536969,167,25.1031075246958,1720192,3.2,1.57,0.0051,19226.94
"Macao",2005,495411,2.53,33,0.86,16514,97.4,482559,168,8.07794929953978,2047442,4.24,0.62,0.0068,20307.605
"Macao",2000,437309,1.87,31.5,0.93,14577,97.9,427979,170,5.74714593475937,1459248,3.41,-15.1,0.0057,15780.08
"Macao",1995,398693,2.57,29.6,1.37,13290,96.7,385339,172,3.29612425723712,1201323,3.11,-9.26,0.0051,13864.266
"Macao",1990,351123,3.81,27.4,1.71,11704,97.7,343119,173,7.97943699762126,943722,2.74,8.39,0.0042,12730.14
"Macao",1985,291277,3.43,25.8,2.23,9709,96.8,281813,173,0.732261858094873,569412,2.01,-9.41,0.0028,9026.548
"Macao",1980,246097,1.9,23.4,1.73,8203,95.3,234592,174,4.52163509599824,469423,1.97,7.63,0.0024,8211.828
"Maldives",2023,525994,0.36,31.1,1.57,1753,38.2,200834,173,4.94286301229583,1794195,3.75,0.26,0.0046,14912.831
"Maldives",2022,524106,2.17,30.3,1.58,1747,37.4,196187,173,13.8260895184139,1789458,3.79,6.47,0.0046,14143.395
"Maldives",2020,502118,3.24,29.1,1.61,1674,37.2,186634,174,-21.4258671472659,1208005,2.63,-20.28,0.0033,10117.3125
"Maldives",2015,428154,3.48,26.6,2,1427,37.7,161207,174,3.86813536494475,1588393,3.8,-27.57,0.0044,15375.3955
"Maldives",2010,360792,3.32,23.4,2.35,1203,36.8,132805,178,6.7854678229144,1053729,2.89,7.07,0.0031,12540.963
"Maldives",2005,306429,1.67,20.4,2.2,1021,35.1,107606,178,-11.1773097061784,684788,2.15,-7.32,0.0023,9640.38
"Maldives",2000,282019,1.9,17.7,2.69,940,27.5,77683,177,3.84581040832157,627786,2.24,83.13,0.0024,10147.516
"Maldives",1995,256649,2.69,15.8,4.29,855,25.4,65143,179,12.9857843069314,335036,1.32,22.93,0.0014,5303.287
"Maldives",1990,224762,3.4,15.4,6.13,749,25.7,57679,179,16.9522974545621,94561,0.42,25.35,0.00042,1877.1293
"Maldives",1985,190169,2.9,15.9,6.94,634,25.4,48340,179,15.4160435875059,56401,0.3,10.27,0.00028,1298.2433
"Maldives",1980,164835,2.86,15.8,7.23,549,21.4,35241,179,18.5728576106625,15515,0.1,7.6,7.8e-05,375.47458
"Brunei",2023,458949,0.79,31.8,1.75,87,79.2,363647,175,1.12764418162719,9703569,21.09,1.75,0.025,118211.914
"Brunei",2022,455370,0.89,31.3,1.76,86,78.7,358463,175,-1.62833154515108,9537127,21.01,-4.5,0.025,117670.914
"Brunei",2020,447404,1.17,30.3,1.8,85,77.7,347838,175,1.1335733495246,10127928,22.78,33.2,0.028,130865.55
"Brunei",2015,422212,1.48,28.5,1.95,80,75.8,320102,175,-0.392383749502031,7365327,17.64,-9.15,0.02,115953.25
"Brunei",2010,392332,1.8,27,1.94,74,74.3,291344,176,2.74136439456163,7379522,18.99,-8,0.022,108127.87
"Brunei",2005,358916,1.92,26.5,2.02,68,74.4,267160,175,-0.00392531660746442,6009237,16.46,-4.15,0.02,94131.76
"Brunei",2000,326424,2.31,24.8,2.4,62,72.6,237146,175,3.47467627672586,6074849,18.23,1.11,0.024,60239.23
"Brunei",1995,291195,2.67,23.4,2.79,55,70.1,204005,176,1.34729376385607,5813880,19.56,5.82,0.025,62311.766
"Brunei",1990,255292,3.12,22.2,3.29,48,67.3,171931,177,2.64307356617202,4300117,16.62,7.64,0.019,80499.37
"Brunei",1985,218919,3.3,20.7,3.61,42,67.4,147498,178,-2.9072440789929,3848804,17.14,-1.41,0.019,103014.47
"Brunei",1980,186111,3.32,19,4.07,35,67.7,125968,178,-9.70796015870228,3954195,20.39,24.99,0.02,129630.03
