"country","Year","Population","Yearly_Change_Pct","Median_Age","Fertility_Rate","Density","Urban_Pop_Pct","Urban_Population","Global_Rank","GDP_growth","CO2_total_tons","CO2_per_capita","CO2_change_pct","World_CO2_share","Energy_Per_Capita_kWh"
"Syria",1985,10625672,3.47,14.8,6.48,58,48,5099767,57,9.3508073317891,22858653,2.15,-9.78,0.11,9985.254
"Syria",1980,8957663,3.47,14.5,7.12,49,46.6,4171360,65,14.5081169532396,14371485,1.61,-6.32,0.073,8429.496
"Sri Lanka",2024,23103565,0.57,33.1,1.95,368,17.9,4137016,61,5.00871930957159,23334668,1.1,8.13,0.059,4819.1953
"Sri Lanka",2023,22971617,0.6,32.8,1.97,366,17.8,4083985,61,-2.3298481898334,21580326,1.02,3.77,0.055,4356.593
"Sri Lanka",2022,22834965,0.6,32.6,1.98,364,17.7,4034302,59,-7.34919301306745,20797135,0.98,-8.86,0.054,4265.6963
"Sri Lanka",2020,22561807,0.75,32.1,2.01,360,17.5,3945488,58,-4.62451503749502,22614447,1.07,-5.67,0.062,4653.0293
"Sri Lanka",2015,21729971,0.8,30.7,2.09,347,17.4,3781471,57,4.20595547449241,19711058,0.95,10.24,0.054,4201.5786
"Sri Lanka",2010,20879089,0.65,29.2,2.13,333,17.6,3681427,57,8.01596737055139,13518402,0.67,5.8,0.04,3334.2397
"Sri Lanka",2005,20216524,0.94,27.7,2.26,322,17.7,3573620,54,6.24174804376447,14430057,0.74,8.67,0.048,3056.2314
"Sri Lanka",2000,19293054,1.9,26.2,2.21,308,17.9,3452171,51,6.00003315828934,11466705,0.61,14.35,0.045,2775.4348
"Sri Lanka",1995,17564068,1.44,24.3,2.35,280,19.2,3367985,49,5.5000852341585,6243387,0.34,0.32,0.026,2319.4077
"Sri Lanka",1990,16352458,1.02,22.6,2.54,261,19.6,3212099,50,6.39999531084838,4239033,0.24,1.5,0.019,1827.6754
"Sri Lanka",1985,15544154,0.92,21.1,2.9,248,19.4,3011554,48,4.99940636872589,4020360,0.25,-9.03,0.02,1653.0919
"Sri Lanka",1980,14847974,1.85,20.4,3.73,237,18.8,2797666,46,5.84602651617143,4208321,0.28,-0.06,0.021,1549.9373
"Sri Lanka",1975,13548984,1.97,19.7,3.82,216,18.4,2489237,46,6.12623316072201,2987425,0.22,-12.08,0.017,1444.7924
"Sri Lanka",1970,12287110,2.39,19,4.39,196,17.9,2197238,44,3.84662985663837,3121001,0.25,0,0.02,1608.4803
"Kazakhstan",2024,20592571,1.29,29.6,2.98,8,55.2,11360335,64,4.99999999996936,258803717,13.3,1.32,0.65,41865.195
"Kazakhstan",2023,20330104,1.47,29.5,3.01,8,55.2,11226799,64,5.09999999973641,255434160,13.24,3.61,0.65,41624.883
"Kazakhstan",2022,20034609,1.41,29.3,3.05,7,55.4,11093646,64,3.19999999970734,246527600,12.89,1.91,0.64,40893.367
"Kazakhstan",2020,19482117,1.5,29.2,3.13,7,55.6,10828881,63,-2.49999999628,225495705,12.01,3.05,0.62,37774.996
"Kazakhstan",2015,18084169,1.44,28.3,2.75,7,56.1,10151168,63,1.20000000053288,202753856,11.42,-12.99,0.56,35163.887
"Kazakhstan",2010,16836810,1.07,27.5,2.61,6,55.3,9319106,61,7.30000000329814,242198390,14.77,7.89,0.71,36301.137
"Kazakhstan",2005,15968117,0.6,27.4,2.27,6,55,8775200,62,9.69999999922682,187596858,12.07,7.47,0.62,31602.055
"Kazakhstan",2000,15501103,1.36,26.6,1.9,6,54.5,8446937,61,9.80000000214156,132224026,8.78,1.98,0.51,23852.965
"Kazakhstan",1995,16730536,1.36,25.4,2.25,6,53.6,8966986,53,-8.2000000011824,180328017,11.25,-11.56,0.76,35785.812
"Kazakhstan",1990,17154054,1.36,24.7,2.75,6,54.3,9306548,48,4.99999999996936,248629400,15.03,3.23,1.1,50100.41
"Kazakhstan",1985,16031090,1.13,23.4,3.21,6,55.2,8843705,45,4.99999999996936,220409037,13.96,-3,1.09,49655.234
"Cambodia",2023,17423880,1.29,25.8,2.58,99,25.5,4445360,73,5.00733043811898,18916161,1.09,2.89,0.048,4590.6875
"Cambodia",2022,17201724,1.41,25.6,2.62,97,25.1,4311303,73,5.12990110773977,18384886,1.07,-0.53,0.048,3826.666
"Cambodia",2020,16725474,1.37,25.1,2.7,95,24.2,4050459,72,-3.55572193406549,18633215,1.11,18.6,0.051,3623.1885
"Cambodia",2015,15623251,1.5,23.2,2.73,89,22,3443036,70,7.20703472529512,8519585,0.55,21.13,0.023,2045.9786
"Cambodia",2010,14500726,1.53,21.3,2.86,82,20,2903806,68,5.07691843229247,5159266,0.36,5.77,0.015,1574.4983
"Cambodia",2005,13439202,1.52,19.1,3.24,76,18.9,2544414,67,13.3033338358455,2701329,0.2,11.65,0.009,890.31775
"Cambodia",2000,12462336,4.46,17,3.79,71,18.1,2258686,64,9.99358032292079,2001415,0.16,3.02,0.0078,711.5704
"Cambodia",1995,10018497,6.32,15.9,5.08,57,18.4,1844262,76,9.90346890117173,1501402,0.14,177.94,0.0063,604.91327
"Cambodia",1990,7374752,4.06,17.2,5.64,42,18.9,1395017,85,1.16231184838939,429769,0.05,3.52,0.0019,259.63687
"Cambodia",1985,6043783,3.05,16.8,6.31,34,17.8,1074486,91,4.67018404006252,404509,0.05,10.12,0.002,291.18405
"Cambodia",1980,5199872,1.525,16.7,5.77,29,12.7,662376,91,-5.66840616410634,291528,0.04,7.28,0.0015,235.12926
"Jordan",2023,11439213,1.63,24.3,2.64,129,84.3,9638086,84,2.88408339281683,24040800,2.3,3.01,0.061,9644.626
"Jordan",2022,11256263,1.78,23.9,2.68,127,84.9,9554911,83,2.64743514912058,23337955,2.24,7.33,0.061,9883.87
"Jordan",2020,10865228,2.63,23.3,2.79,122,85.9,9332603,85,-1.10275188309046,20947988,2.05,-10.06,0.058,9092.539
"Jordan",2015,9544729,5.52,21.5,3.14,108,86.6,8266802,92,2.49652879315188,25633391,2.8,-0.8,0.071,11395.704
"Jordan",2010,7297043,3.89,20.6,3.78,82,84.7,6183184,101,2.31483422063046,20588341,2.87,-2.25,0.061,12214.337
"Jordan",2005,6029587,2.28,19.7,3.65,68,75.3,4541834,102,8.14659481079931,20314315,3.56,6.83,0.068,14255.92
"Jordan",2000,5386945,2.54,19,3.86,61,74.1,3994240,104,4.24571192079179,16465729,3.23,10.78,0.064,12299.419
"Jordan",1995,4752096,5.58,18.5,4.68,54,75.3,3576333,108,6.20087444373819,13801865,3.02,6.27,0.058,11803.904
"Jordan",1990,3621908,5.44,16.1,5.54,41,72.1,2609598,120,-0.275903907591925,10071816,2.83,5.9,0.044,11628.393
"Jordan",1985,2778810,4.46,14.7,6.53,31,69.8,1940204,127,-2.70694716427624,10142301,3.5,2.25,0.05,12823.284
"Jordan",1980,2234186,3.3,14.1,7.29,25,63.8,1425339,131,11.1848464618952,6419867,2.7,27.17,0.032,10208.667
"United Arab Emirates",2024,11027129,3.62,31.6,1.21,132,82.3,9074536,86,3.99180705485398,200558970,19.45,4.08,0.51,138026.48
"United Arab Emirates",2023,10642081,3.91,31.2,1.2,127,84,8941577,89,4.30118228020602,192696444,18.92,-1.27,0.49,134679.92
"United Arab Emirates",2022,10242086,4.11,30.9,1.15,123,86,8808417,93,7.51448425801082,195184009,19.4,-2.12,0.51,132096.89
"United Arab Emirates",2020,9448524,1.72,30.9,1.29,113,90.4,8542144,96,-8.69342617885171,195674236,19.94,-1.1,0.54,125363.31
"United Arab Emirates",2015,8674633,4.57,30.8,1.42,104,90.4,7842883,96,7.08767348587587,206851875,22.6,4.41,0.57,140994.88
"United Arab Emirates",2010,6938363,8.26,30.7,1.56,83,81.5,2531398,103,1.60285004671343,171952920,20.79,4,0.51,140161.36
"United Arab Emirates",2005,4664790,5.95,29.9,2.23,56,80.8,3767260,116,4.85514119553341,122461281,26.74,6.47,0.41,151045.81
"United Arab Emirates",2000,3493575,7.49,27.3,2.73,42,72.5,2531398,128,10.8527042153779,88456930,28.04,-0.78,0.34,153361.73
"United Arab Emirates",1995,2434662,5.1,27,3.28,29,78.8,1917885,136,6.68788645972636,77402543,31.61,6.66,0.33,199152.9
"United Arab Emirates",1990,1898220,6.62,24.9,4.51,23,77.5,1470491,142,18.3279855336307,56887567,30.58,-0.09,0.25,181724.3
"United Arab Emirates",1985,1377911,6.29,25.7,5.13,16,80.6,1110111,145,-3.59447651738606,51811517,37.25,3.66,0.26,146332.03
"United Arab Emirates",1980,1015700,13.35,25.2,5.95,12,82.8,841303,146,23.8747749106529,41138480,39.47,8.6,0.21,106483.45
"United Arab Emirates",1975,542856,13.63,24.4,6.35,6,81.5,442351,158,6.22740138862783,36679444,66.17,1.86,0.21,43950.293
"United Arab Emirates",1970,286536,11.39,22,6.52,3,65.6,187928,168,6.22740138862783,19464782,82.65,0,0.12,33521.168
"Tajikistan",2023,10389799,2.04,21.9,3.07,74,27.2,2827094,92,8.29999921651935,9320397,0.93,-2.51,0.024,4745.2627
"Tajikistan",2022,10182222,2.2,21.7,3.13,73,27,2750956,95,8.00000033846364,9560609,0.97,1.42,0.025,4824.7124
"Tajikistan",2020,9749310,2.44,21.4,3.21,70,26.7,2606273,95,4.40000111553493,9388099,0.99,3.84,0.026,4753.2974
"Tajikistan",2015,8643840,2.47,20.7,3.46,62,26.4,2286101,98,6.01930331771186,5091720,0.6,6.79,0.014,3965.9856
"Tajikistan",2010,7652141,2.02,19.8,3.46,55,26.5,2026528,96,6.49999908585235,3071007,0.4,0.69,0.009,3551.2854
"Tajikistan",2005,6924720,1.96,18.6,3.4,49,26.2,1817059,98,6.69999851655409,3191088,0.47,-4.8,0.011,5358.0234
"Tajikistan",2000,6284735,1.11,17.4,3.49,45,26.2,1647352,98,8.32432449473859,2784643,0.45,-7.05,0.011,5018.302
"Tajikistan",1995,5948584,1.96,16.6,4.66,43,28,1664663,96,-12.416322231899,3045711,0.53,-15.13,0.013,5381.158
"Azerbaijan",2024,10336577,0.18,33.1,1.67,125,58.3,6022102,94,4.07140205008956,38887499,3.75,-6.85,0.098,20137.387
"Azerbaijan",2023,10318207,0.22,32.6,1.67,125,57.6,5942187,94,1.35447749115767,41745759,4.05,5.2,0.11,21072.756
"Azerbaijan",2022,10295304,0.56,32.1,1.69,125,56.9,5861375,92,4.71468033247649,39683609,3.87,6.04,0.1,20425.451
"Azerbaijan",2020,10181730,0.86,31.1,1.76,123,55.9,5695930,91,-4.19896065333343,35406738,3.51,-4.26,0.098,18162.768
"Azerbaijan",2015,9752850,1.29,29.6,2.09,118,54,5262140,91,1.04954641215085,34522933,3.59,-0.58,0.095,17618.03
"Azerbaijan",2010,9146851,1.25,28.2,1.92,111,52.7,4823834,92,4.78883248761557,26636183,2.95,-4.81,0.078,14041.92
"Azerbaijan",2005,8597248,1.01,26.7,1.98,104,52,4473283,89,25.2890143586077,31219335,3.66,5.82,0.1,19405.906
"Azerbaijan",2000,8174785,1.15,24.8,1.7,99,51.1,4173974,89,11.0999991434346,28794565,3.54,5.12,0.11,16153.973
"Azerbaijan",1995,7719282,1.32,23.5,2.19,93,52.6,4059242,87,-11.7999991076818,33880027,4.36,-1.83,0.14,20811.258
"Azerbaijan",1990,7231077,1.24,22.6,2.98,87,53.8,3892911,86,4.07140205008956,56124435,7.75,20.68,0.25,36032.113
"Azerbaijan",1985,6799814,1.59,21.5,3.2,82,52.4,3566399,82,4.07140205008956,44635295,6.7,1.65,0.22,34552.445
"Israel",2024,9387021,1.41,29.2,2.79,434,91.3,8571846,98,0.871968424377442,57665413,3.82,-4.65,0.15,29591.316
"Israel",2023,9256314,1.68,29.1,2.83,428,91.2,8445858,98,1.82652049482384,60480495,4.08,-4.96,0.15,30723.857
"Israel",2022,9103151,1.71,29.1,2.94,421,91.4,8320014,98,6.26326343841286,63636360,4.37,4.37,0.17,33816.67
"Israel",2020,8800376,1.79,29,2.94,407,91.7,8067603,99,-2.02161548237589,61392545,4.37,-6,0.17,32400.352
"Israel",2015,8052908,1.88,28.8,3.09,372,92.3,7433814,100,2.23760317482488,67991656,5.34,3.14,0.19,34152.684
"Israel",2010,7336735,1.75,28.4,3.03,339,92.9,6818961,100,5.53434033902194,71945185,6.26,7.3,0.21,36127.625
"Israel",2005,6728206,1.94,27.7,2.79,311,89.8,6042911,100,4.38778887041551,61872779,6.08,-3.34,0.21,36361.74
"Israel",2000,6111190,2.68,26.8,2.92,282,89.7,5484711,99,8.58208942390802,59283906,6.42,7.9,0.23,37205.684
"Israel",1995,5354739,3.33,25.7,2.82,247,90.5,4846533,100,6.60292466276256,48193772,6.06,6.91,0.2,36455.285
"Israel",1990,4544999,2.06,24.8,2.84,210,89.5,4066603,106,7.3151991944807,35222981,5.34,4.24,0.16,28412.639
"Israel",1985,4105359,1.98,24.4,3.04,190,89.3,3667485,109,4.03694035827328,25810004,4.42,6.92,0.13,23932.822
"Israel",1980,3721665,2.32,24,3.15,172,89.1,3317141,110,1.67044175850093,20424036,3.89,-0.68,0.1,24875.012
"Israel",1975,3318089,2.98,23.1,3.61,153,87.1,2891082,109,3.24281919248368,18195678,3.91,5.16,0.11,22645.977
"Israel",1970,2864778,4.21,22.2,3.79,132,83.7,2399237,111,7.30733553016482,14914602,3.75,0,0.095,22179.049
"Laos",2023,7664993,1.4,24.3,2.42,33,37.2,2849332,103,3.74568140158232,25743696,3.46,7.12,0.066,10100.14
"Laos",2022,7559007,1.44,24,2.46,33,36.6,2765699,103,2.70742652643155,24031527,3.27,0.9,0.062,8552.412
"Laos",2020,7346533,1.55,23.4,2.54,32,35.4,2600131,104,0.503031829018681,19437798,2.71,0.35,0.054,9094.3545
"Laos",2015,6801645,1.43,22,2.8,29,32.4,2206330,106,7.27006584373785,8927454,1.34,103.48,0.025,5482.171
"Laos",2010,6334194,1.54,19.9,3.14,27,29.6,1877890,106,8.52690551739717,2961433,0.47,12.14,0.0087,2160.704
"Laos",2005,5869523,1.56,17.8,3.69,25,26.7,1564297,104,7.10756836811267,1302558,0.23,3.54,0.0043,1243.3053
"Laos",2000,5431212,1.96,17,4.43,24,21.6,1171236,103,5.79878232861959,934488,0.18,76.8,0.0036,927.38556
"Laos",1995,4929409,2.71,16.8,5.36,21,17.1,843190,105,7.03125432419004,392987,0.08,-1.8,0.0017,368.38705
"Laos",1990,4311955,2.89,16.8,6.06,19,15.2,657373,111,6.70457869081514,255875,0.06,7.02,0.0011,303.67258
"Laos",1985,3739985,2.58,16.7,6.33,16,13.6,509071,112,5.06996394724837,179705,0.05,18.75,0.00089,253.74026
"Laos",1980,3292573,1.84,16.8,6.33,14,12.2,403247,114,6.25168050971737,448984,0.14,7.53,0.0023,582.4142
"Turkmenistan",2024,7494498,1.77,26.6,2.66,16,46.2,3465717,104,6.2994265836889,81408012,12.81,-14.06,0.21,49524.95
"Turkmenistan",2023,7364438,1.86,26.2,2.69,16,46,3391065,105,6.30015758549871,94728691,15.09,-6.45,0.24,59537.51
"Turkmenistan",2022,7230193,2,25.9,2.73,15,45.9,3316493,105,6.19999993621698,101261290,16.34,6.11,0.26,65250.055
"Turkmenistan",2020,6949912,2.26,25.4,2.79,15,45.6,3167354,106,5.900000048526,76825279,12.74,4.88,0.21,63923.27
"Turkmenistan",2015,6215770,2.24,24.2,3.03,13,45.1,2800294,109,6.49999990951666,67910817,12.2,7.43,0.19,51843.594
"Turkmenistan",2010,5564356,1.95,23,2.85,12,44.3,2466832,111,9.19999998805483,61653193,12.12,12.86,0.18,44347.527
"Turkmenistan",2005,5052257,1.97,21.3,2.71,11,44.3,2237159,114,13.034034870022,52898311,11.13,3.07,0.18,34686
"Turkmenistan",2000,4582677,1.8,19.8,2.9,10,45.2,2073509,113,5.46906413252854,39340190,8.71,2.02,0.15,28428.357
"Turkmenistan",1995,4191203,2.19,18.7,3.49,9,45,1884853,117,-7.2000409344549,34659720,8.24,1.22,0.15,24878.238
"Turkmenistan",1990,3760562,2.98,18.3,4.29,8,44.2,1660542,118,25.2890143586077,45694357,12.4,17.4,0.2,42814.887
"Turkmenistan",1985,3247534,2.77,18.3,4.97,7,45.9,1491485,123,6.29979208459381,34814312,10.73,3.48,0.17,44065.363
"Kyrgyzstan",2023,7073516,1.69,25.1,2.8,37,34.9,2469676,107,9.0132928339342,10230402,1.57,-2.58,0.026,8082.865
"Kyrgyzstan",2022,6955788,2.16,25,2.81,36,34.8,2419608,107,8.96750520041391,10501070,1.63,-0.13,0.027,7569.569
"Kyrgyzstan",2020,6664140,2.12,24.6,3.05,35,34.9,2322557,109,-7.14897757727955,9308491,1.48,-8.98,0.026,6303.2896
"Kyrgyzstan",2015,6001882,1.79,24,3.21,31,35,2098492,113,3.87582544512439,10316248,1.76,3.77,0.028,7766.9336
"Kyrgyzstan",2010,5491761,0.92,23,3.1,29,34.9,1914419,113,-0.471566596791618,6605703,1.22,-6.19,0.019,7097.546
"Kyrgyzstan",2005,5246332,0.87,22.2,2.65,27,34.1,1791108,112,-0.175515404044219,5613292,1.11,0.05,0.019,6315.1167
"Kyrgyzstan",2000,5025145,1.29,21.3,2.58,26,34.6,1736915,111,5.44333663288322,4797920,0.98,-2.36,0.019,8554.152
"Kyrgyzstan",1995,4713635,1.11,20.4,3.29,25,35.2,1659749,109,-5.4238219222602,4758012,1.04,-29.3,0.02,6863.0107
"Hong Kong",2024,7414909,1.19,46.8,0.73,7062,98.4,6140101,105,2.50498758466826,34616164,4.48,1.46,0.087,36808.547
"Hong Kong",2023,7442734,1.19,46.2,0.72,7088,98.4,6140101,104,3.2238599613664,34119385,4.44,6.18,0.087,33757.816
"Hong Kong",2022,7465915,1.19,45.6,0.71,7110,98.4,6140101,104,-3.68378414495199,32132152,4.2,-6.96,0.083,29120.252
"Hong Kong",2020,7490235,0.33,44.4,0.89,7134,98.4,6140101,103,-6.54480412699255,34061877,4.51,-21.71,0.094,34437.715
"Hong Kong",2015,7366409,0.73,41.7,1.23,7016,98.4,7245701,102,2.38777942738729,44245463,6.11,-6.96,0.12,44316.176
"Hong Kong",2010,7101617,0.55,39.9,1.12,6763,98.9,7025221,102,6.76768834119794,42227739,6.01,-6.46,0.12,45225.73
"Hong Kong",2005,6908486,0.6,37.7,0.96,6580,98.8,6827761,99,7.38818981322424,43005424,6.3,5.53,0.14,39095.48
"Hong Kong",2000,6704664,1.65,35,1.03,6385,99.4,6663654,95,7.6634341189713,41900982,6.29,-7.99,0.16,29453.422
"Hong Kong",1995,6177104,2.13,32.6,1.3,5883,99.4,6140101,94,2.37380672369116,38627497,6.29,1.28,0.16,29250.05
"Hong Kong",1990,5560597,0.61,29.9,1.28,5296,98.4,6140101,95,3.83051133487089,35044267,6.06,2.25,0.15,25061.643
"Hong Kong",1985,5393122,1.68,27,1.5,5136,92,4959721,93,0.757054642867999,25943316,4.86,4.1,0.13,18684.584
"Hong Kong",1980,4962484,2.26,24.5,2.06,4726,90.6,4496588,96,10.1082310071639,15556677,3.16,2.89,0.079,15394.662
"Hong Kong",1975,4438378,3.48,22.2,2.63,4227,85.6,3799487,97,0.492019320539043,11268987,2.66,-1.05,0.065,12420.538
"Hong Kong",1970,3739916,1.19,19.3,3.39,3562,90.9,3397839,98,9.20649975840655,9526465,2.46,0,0.06,12294.843
"Singapore",2024,5832387,0.75,35.6,0.95,8332,99,2859244,115,4.38802362461865,58868050,9.62,4.93,0.15,180701.45
"Singapore",2023,5789090,2.46,35.1,0.94,8270,99,2859244,115,1.82140694115385,56101337,9.23,-0.44,0.14,171241.08
"Singapore",2022,5649885,0.26,34.9,0.94,8071,99,2859244,116,4.10800021897151,56346650,9.33,1.13,0.15,158521.72
"Singapore",2020,5620150,0.34,34.5,0.94,8029,99,2859244,116,-3.81470885510713,53876825,9.08,-3.6,0.15,162517.11
"Singapore",2015,5525340,1.71,33.3,0.98,7893,99,2859244,115,2.97679931634806,55174629,9.97,2.43,0.15,164988.62
"Singapore",2010,5077014,3.53,32.7,0.93,7253,99.9,5074252,116,14.5197497108994,48885857,9.63,11.71,0.14,156003.53
"Singapore",2005,4268364,1.13,32.4,1.07,6098,99,2859244,120,7.36632239250758,41731487,9.29,-6.27,0.14,127051.62
"Singapore",2000,4035245,2.69,31.2,1.34,5765,97,3913960,121,9.03831632555163,45519345,11.63,9.93,0.18,109786.09
"Singapore",1995,3533624,3.06,30,1.44,5048,98.4,3478779,126,7.17540112091071,41341211,11.88,-0.73,0.17,110068.55
"Singapore",1990,3039591,2.13,28.5,1.58,4342,99.1,3012953,129,9.82089955731777,31648204,10.5,34.57,0.14,89848.74
"Singapore",1985,2735030,2.33,26.3,1.53,3907,98.9,2705535,129,-0.622701650113157,19009243,7.03,4.36,0.094,51880.066
"Singapore",1980,2437493,1.45,23.7,1.74,3482,98.9,2411700,129,10.1133721068475,15238549,6.32,0.35,0.077,45772.86
"Singapore",1975,2268523,1.64,20.9,2.08,3241,99.6,2259748,129,3.98873862550901,10753398,4.76,0.3,0.062,37903.793
"Singapore",1970,2091558,2.26,18.7,3.07,2988,99.1,2072290,128,13.9420030031916,8000772,3.86,0,0.051,41693.78
"Lebanon",2023,5773493,0.5,28.3,2.24,564,89.6,5171646,116,-0.760584470257314,10818762,1.87,3.68,0.028,12632.702
"Lebanon",2022,5744489,0.37,28.1,2.26,562,91.3,5244353,115,-0.621678970663112,10434959,1.78,-37.57,0.027,12473.167
"Lebanon",2020,5702398,1.795,27.8,2.31,557,93.9,5353116,115,-21.3998996914321,21820704,3.62,-19.2,0.06,17183.104
"Lebanon",2015,6472469,5.12,28.4,2.38,633,79.7,5155483,108,0.462320792597581,26905355,4.6,7.75,0.074,15547.409
"Lebanon",2010,5041288,1.54,26.8,2.26,493,75.1,3787791,117,7.97513555844932,20659209,4.76,-4.18,0.061,15401.946
"Lebanon",2005,4671102,1.53,24.9,2.29,457,73.9,3453680,115,2.68577931016345,16575834,4.16,-0.69,0.055,12968.104
"Lebanon",2000,4329340,1.8,23.2,2.6,423,64.3,2782415,116,1.34187161970405,15308495,4.73,-9.67,0.06,13793.698
"Lebanon",1995,3960735,1.96,21.8,2.73,387,65,2572911,119,6.44886256985258,14523349,4.79,15.93,0.061,13113.397
"Lebanon",1990,3595175,2.25,20.5,3.27,351,62.5,2246758,121,25.2890143586077,5974521,2.21,0,0.026,5638.822
"Lebanon",1985,3217376,1.79,19.6,3.53,315,66.1,2125807,124,1.34187161970405,7123761,2.66,16.38,0.035,9352.805
"Lebanon",1980,2944763,1.8,18.7,4.01,288,65.2,1919361,123,1.34187161970405,7534603,2.89,1.13,0.038,9695.02
"Oman",2024,5281538,4.6,29.5,2.51,17,92.8,4900404,123,1.63163221127449,98511206,17.89,2.9,0.25,84610.64
"Oman",2023,5049269,6.74,29.3,2.52,16,95.2,4808591,126,1.41401395818599,95734561,17.6,2.82,0.24,86222.51
"Oman",2022,4730226,2.27,29,2.45,15,99.5,4707282,127,7.98570728354278,93105357,17.36,6.13,0.24,89754.836
"Oman",2020,4522497,1.56,28.8,2.64,15,98.2,4442970,127,-3.37972052697999,82165963,15.96,-3.82,0.23,79945.42
"Oman",2015,4184895,8.7,27.8,2.96,14,81.6,3416565,126,5.01705799719045,79324388,18.89,5.73,0.22,80629.07
"Oman",2010,2757446,2.31,24.2,2.97,9,82.9,2285997,139,2.47199856582773,51493217,16.93,9.32,0.15,85979.016
"Oman",2005,2459802,1.51,21.7,3.03,8,73.9,1818164,140,2.77944360306151,33042687,13.16,3.98,0.11,63469.54
"Oman",2000,2282131,1.48,19.9,3.85,7,71.1,1623172,140,6.19241063695442,26317209,11.6,4.35,0.1,48620.9
"Oman",1995,2120528,3.75,19,5.07,7,74.5,1579777,140,4.99681952030654,20151377,9.14,3.24,0.085,30118.717
"Oman",1990,1763954,5.88,17.3,6.46,6,67.9,1197883,144,-0.130425738129333,16410040,9.06,34.65,0.072,26429.148
"Oman",1985,1325480,5.77,15.5,7.51,4,64.5,855282,146,14.0071971120206,9552431,6.38,-22.1,0.047,24838.732
"Oman",1980,1001248,5.15,15.4,7.89,3,54.8,549043,147,6.0354441115762,12901838,11.18,-39.81,0.065,17037.115
"Oman",1975,778864,3.28,15.1,7.71,3,43.3,337059,148,24.4335027245109,25863468,29.32,233.22,0.15,16568.465
"Oman",1970,662680,2.52,16.1,7.52,2,32.4,214732,149,13.8950964378378,7351498,10.16,0,0.047,1412.2805
"Kuwait",2024,4934507,1.98,34.8,1.51,277,92.1,4544704,128,-2.56011099967517,115931281,25.51,5.24,0.29,106398.59
"Kuwait",2023,4838782,5.43,34.5,1.52,272,92.7,4483898,128,-1.6672059801285,110159119,24.57,7.35,0.28,103089.836
"Kuwait",2022,4589511,2.13,33.5,1.55,258,96.4,4422070,128,6.75866711966617,102617765,23.21,2.72,0.27,102111.33
"Kuwait",2020,4400144,2.79,36.8,2.1,247,97.8,4302875,128,-4.81731593381585,92947944,21.6,-4.01,0.26,95378.4
"Kuwait",2015,3834454,5.43,32.9,2.03,215,92.1,1702525,130,0.592770817217982,95589086,24.29,3.53,0.26,122225.26
"Kuwait",2010,2943372,5.64,28.6,2.04,165,92.1,1702525,136,-2.37054804425912,86819621,28.96,1.76,0.26,137603.58
"Kuwait",2005,2236788,2.73,27.4,2.73,126,92.1,1702525,142,10.6090449840228,77233719,33.92,11.96,0.26,152611.67
"Kuwait",2000,1954709,3.06,24.9,2.89,110,92.1,1702525,145,4.69458187079211,56021227,27.32,12.29,0.22,111608.15
"Kuwait",1995,1681513,5.07,24.6,3.25,94,94,1579978,145,4.85829125202741,40313123,25.03,-1.03,0.17,89532.055
"Kuwait",1990,1684819,5.07,22.3,3.49,95,92.1,1702525,145,-21.4258671472659,32407864,15.44,-51.1,0.14,54303.703
"Kuwait",1985,1894242,4.71,21.5,4.22,106,89.9,1702525,139,-4.26459143817853,40837507,23.48,10.58,0.2,63642.477
"Kuwait",1980,1504782,6.37,19.5,5.18,84,86.4,1300693,140,-19.4107452350066,33281513,24.25,-6.26,0.17,56302.95
"Kuwait",1975,1104863,6.43,17.3,6.06,62,82.9,916132,144,-12.2744086966918,26774855,26.12,-14.07,0.15,62457.023
"Kuwait",1970,809114,9.2,17.5,7.03,45,79.1,639688,146,-2.37054804425912,39838556,53.35,0,0.25,90725.36
"Georgia",2023,3807492,0.33,36.8,1.81,55,61.6,2344532,131,7.83220126555726,13556331,3.51,0.69,0.035,16434.389
"Georgia",2022,3794784,0.175,36.6,1.82,55,61.6,2337041,131,10.9585321385624,13462972,3.47,9.07,0.035,17845.229
"Georgia",2020,3795678,0.02,36.5,1.98,55,61.1,2317778,131,-6.2904717853839,11540590,2.96,-3.2,0.032,14982.388
"Georgia",2015,3791573,0.175,36.1,2.21,55,59.9,2270087,131,3.35102350265353,10647009,2.69,8.2,0.029,14169.743
"Georgia",2010,3895925,0.175,35.1,1.97,56,60.3,2350051,127,6.24640865303363,6312353,1.49,-2.46,0.019,10140.076
"Georgia",2005,4026131,0.175,34.2,1.58,58,59.7,2405012,125,9.59113832853026,4979273,1.11,15.46,0.017,8406.679
"Georgia",2000,4328358,0.175,32.9,1.61,62,57.4,2485610,117,1.84038117927339,5212641,1.1,6.62,0.02,6619.5894
"Georgia",1995,4925743,0.175,31.2,1.81,71,54.9,2702829,106,2.59657506969336,8522935,1.7,-21.97,0.036,6870.065
"Mongolia",2023,3431932,1.36,26.8,2.69,2,67,2300479,133,7.4221127615025,27152554,8.16,8.8,0.069,19674.547
"Mongolia",2022,3386015,1.44,26.6,2.75,2,67,2268638,134,5.0327096366527,24955332,7.58,0.27,0.065,15471.304
"Mongolia",2020,3290785,2.03,26.4,2.95,2,67,2203469,135,-4.55775197583431,22515519,7.02,-11.13,0.062,18992.549
"Mongolia",2015,2976526,1.96,25.7,3.01,2,68.2,2031123,137,2.37983580731722,18025910,6.06,-7.7,0.05,15730.632
